,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id,originalTitle,startYear,genres,averageRating,numVotes,Gross Profit
1867,458737,['Drama'],First Reformed,First Reformed,2018-05-18,14.245999999999999,70.0,605,3500000.0,2525738.0,tt6053438,First Reformed,2017.0,"Drama,Mystery,Thriller",7.1,40460,-974262.0
1868,465136,"['Drama', 'Fantasy', 'Romance']",Every Day,Every Day,2018-02-22,10.493,70.0,1297,4900000.0,6102076.0,tt7026672,Every Day,2018.0,"Drama,Fantasy,Romance",6.4,15924,1202076.0
1871,399366,"['Drama', 'Mystery', 'Thriller']",Marrowbone,Marrowbone,2017-10-27,14.139000000000001,71.0,622,8000000.0,11165901.0,tt5886440,Marrowbone,2017.0,"Drama,Horror,Mystery",6.6,19347,3165901.0
1873,399796,['Comedy'],Life of the Party,Life of the Party,2018-05-10,10.037,62.0,560,30000000.0,61700416.0,tt5619332,Life of the Party,2018.0,Comedy,5.6,29063,31700416.0
1876,381289,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Family']",A Dog's Purpose,A Dog's Purpose,2017-01-19,12.219000000000001,73.0,1782,22000000.0,194647323.0,tt1753383,A Dog's Purpose,2017.0,"Adventure,Comedy,Drama",7.2,60446,172647323.0
1878,271969,"['Action', 'Adventure', 'Drama']",Ben-Hur,Ben-Hur,2016-08-17,12.015999999999998,56.0,1153,100000000.0,94061311.0,tt2638144,Ben-Hur,2016.0,"Action,Adventure,Drama",5.7,39574,-5938689.0
1887,453201,"['Drama', 'History', 'Thriller']",The 15:17 to Paris,The 15:17 to Paris,2018-02-02,9.642000000000001,53.0,964,30000000.0,57076286.0,tt6802308,The 15:17 to Paris,2018.0,"Biography,Drama,Thriller",5.2,25641,27076286.0
1889,452773,"['Adventure', 'Animation', 'Comedy', 'Family']",Tadeo Jones 2: El secreto del rey Midas,Tad the Lost Explorer and the Secret of King Midas,2017-03-25,9.482999999999999,63.0,158,10778400.0,34156960.0,tt3896102,Tadeo Jones 2: El secreto del Rey Midas,2017.0,"Adventure,Animation,Comedy",6.1,2446,23378560.0
1890,442064,"['Action', 'Crime', 'Thriller']",Proud Mary,Proud Mary,2018-01-12,8.484,55.0,289,14000000.0,21753365.0,tt6421110,Proud Mary,2018.0,"Action,Crime,Drama",4.9,7803,7753365.0
1891,432301,"['Drama', 'History', 'Thriller']",Chappaquiddick,Chappaquiddick,2018-04-06,6.985,60.0,141,34000000.0,17904202.0,tt5270948,Chappaquiddick,2017.0,"Drama,History,Thriller",6.5,10602,-16095798.0
1892,264999,"['Comedy', 'Drama']",Magic Mike XXL,Magic Mike XXL,2015-07-01,12.967,62.0,1229,14800000.0,122513057.0,tt2268016,Magic Mike XXL,2015.0,"Comedy,Drama,Music",5.6,49967,107713057.0
1893,371608,"['Horror', 'Thriller']",The Strangers: Prey at Night,The Strangers: Prey at Night,2018-03-07,11.925,54.0,767,12500000.0,31039126.0,tt1285009,The Strangers: Prey at Night,2018.0,Horror,5.2,24342,18539126.0
1900,377587,"['Comedy', 'Horror']",Meet the Blacks,Meet the Blacks,2016-04-01,10.201,44.0,166,900000.0,9097072.0,tt4191580,Meet the Blacks,2016.0,"Comedy,Horror",4.8,35229,8197072.0
1901,493551,"['Drama', 'History', 'Thriller']",Operation Finale,Operation Finale,2018-08-29,7.972,67.0,381,24000000.0,17506878.0,tt5208252,Operation Finale,2018.0,"Biography,Drama,History",6.6,26173,-6493122.0
1903,425336,"['Crime', 'Drama']",Loving Pablo,Loving Pablo,2017-10-12,13.409,62.0,601,4667008.0,17535962.0,tt4682788,Loving Pablo,2017.0,"Action,Biography,Crime",6.3,16092,12868954.0
1904,464502,['Thriller'],Acrimony,Acrimony,2018-03-30,7.96,67.0,212,20000000.0,34764055.0,tt6063050,Acrimony,2018.0,"Drama,Romance,Thriller",5.8,7145,14764055.0
1905,339877,"['Animation', 'Drama', 'Mystery']",Loving Vincent,Loving Vincent,2017-06-22,13.39,82.0,1451,5500000.0,6735118.0,tt3262342,Loving Vincent,2017.0,"Animation,Biography,Crime",7.8,44663,1235118.0
1906,473149,"['Horror', 'Thriller']",Traffik,Traffik,2018-04-20,11.209000000000001,59.0,203,4000000.0,5132274.0,tt5670152,Traffik,2018.0,"Action,Crime,Drama",6.0,17454,1132274.0
1907,392982,['Drama'],Marshall,Marshall,2017-10-13,10.452,74.0,296,12000000.0,10051659.0,tt5301662,Marshall,2017.0,"Biography,Crime,Drama",7.2,16480,-1948341.0
1912,301337,"['Comedy', 'Drama', 'Science Fiction']",Downsizing,Downsizing,2017-12-22,11.399000000000001,51.0,2265,68000000.0,55003890.0,tt1389072,Downsizing,2017.0,"Drama,Sci-Fi",5.7,89546,-12996110.0
1915,95610,"['Comedy', 'Romance']",Bridget Jones's Baby,Bridget Jones's Baby,2016-09-14,11.435,64.0,2032,35000000.0,211952420.0,tt1473832,Bridget Jones's Baby,2016.0,"Comedy,Drama,Romance",6.5,63934,176952420.0
1916,411019,['Documentary'],I Am Not Your Negro,I Am Not Your Negro,2017-02-03,8.683,81.0,220,1000000.0,7123919.0,tt5804038,I Am Not Your Negro,2016.0,Documentary,7.8,15015,6123919.0
1918,337674,"['Drama', 'Thriller']",Elle,Elle,2016-05-25,9.415,67.0,1131,9804690.0,2341534.0,tt3716530,Elle,2016.0,"Crime,Drama,Thriller",7.1,57426,-7463156.0
1921,329833,['Comedy'],Zoolander 2,Zoolander 2,2016-02-06,13.124,48.0,1494,50000000.0,55969000.0,tt1608290,Zoolander 2,2016.0,"Action,Adventure,Comedy",4.7,62013,5969000.0
1923,351694,"['Animation', 'Comedy', 'Fantasy']",西游记之大圣归来,Monkey King: Hero Is Back,2015-07-10,8.392000000000001,72.0,91,10000000.0,150000000.0,tt4644382,Xi you ji zhi da sheng gui lai,2015.0,"Action,Adventure,Animation",6.8,3477,140000000.0
1925,432068,['Comedy'],Le Sens de la fête,C'est la vie!,2017-10-04,9.17,68.0,848,17200000.0,23800000.0,tt5699154,Le sens de la fête,2017.0,"Comedy,Drama,Romance",6.8,8081,6600000.0
1930,293768,"['Drama', 'Thriller']",Kidnap,Kidnap,2017-06-16,13.014000000000001,61.0,858,21000000.0,30718107.0,tt1458169,Kidnap,2017.0,"Crime,Drama,Thriller",5.9,31113,9718107.0
1932,370567,"['Animation', 'Fantasy', 'Family']",Sherlock Gnomes,Sherlock Gnomes,2018-03-15,10.368,55.0,421,59000000.0,87625666.0,tt2296777,Sherlock Gnomes,2018.0,"Adventure,Animation,Comedy",5.2,9135,28625666.0
1939,440597,"['Thriller', 'Horror', 'Fantasy']",Wish Upon,Wish Upon,2017-07-07,10.85,55.0,821,12000000.0,14301505.0,tt5322012,Wish Upon,2017.0,"Drama,Fantasy,Horror",5.0,16606,2301505.0
1941,455551,"['Science Fiction', 'Horror']",The Recall,The Recall,2017-06-02,10.895999999999999,40.0,195,5000000.0,1319566.0,tt5669936,The Recall,2017.0,"Action,Sci-Fi,Thriller",4.5,6716,-3680434.0
1942,335796,"['Horror', 'Thriller']",Ouija: Origin of Evil,Ouija: Origin of Evil,2016-10-20,8.341000000000001,60.0,1595,9000000.0,81705746.0,tt4361050,Ouija: Origin of Evil,2016.0,"Drama,Horror,Mystery",6.1,50197,72705746.0
1950,497814,"['Action', 'Crime', 'Thriller']",Breaking In,Breaking In,2018-05-05,8.639,58.0,369,6000000.0,49078000.0,tt7137846,Breaking In,2018.0,"Action,Crime,Drama",5.4,11772,43078000.0
1955,400710,"['Drama', 'Horror', 'Thriller']",Flatliners,Flatliners,2017-09-28,12.642000000000001,57.0,1474,19000000.0,45158254.0,tt2039338,Flatliners,2017.0,"Drama,Horror,Mystery",5.2,38252,26158254.0
1964,417870,['Comedy'],Girls Trip,Girls Trip,2017-07-21,11.609000000000002,68.0,1044,19000000.0,140376621.0,tt3564472,Girls Trip,2017.0,"Adventure,Comedy,Drama",6.2,31883,121376621.0
1965,416160,"['Horror', 'Thriller']",The Vault,The Vault,2017-09-01,8.107999999999999,48.0,225,5000000.0,5728.0,tt1785635,The Vault,2017.0,"Crime,Horror,Mystery",4.8,11303,-4994272.0
1968,471474,"['Action', 'Animation', 'Science Fiction', 'Thriller']",Batman: Gotham by Gaslight,Batman: Gotham by Gaslight,2018-01-12,8.603,65.0,330,1000000.0,3469151.0,tt7167630,Batman: Gotham by Gaslight,2018.0,"Action,Adventure,Animation",6.7,11893,2469151.0
1980,425148,"['Adventure', 'Comedy', 'Crime', 'Family']",Show Dogs,Show Dogs,2018-05-10,8.083,59.0,113,5500000.0,38830219.0,tt5691024,Show Dogs,2018.0,"Adventure,Comedy,Family",3.7,3789,33330219.0
1983,315664,"['Comedy', 'Drama']",Florence Foster Jenkins,Florence Foster Jenkins,2016-05-06,12.173,67.0,966,29000000.0,48902953.0,tt4136084,Florence Foster Jenkins,2016.0,"Biography,Comedy,Drama",6.8,47729,19902953.0
1986,300693,['Drama'],Truth,Truth,2015-10-16,10.062000000000001,66.0,300,9600000.0,2541554.0,tt3859076,Truth,2015.0,"Biography,Drama,History",6.8,17647,-7058446.0
1987,333352,"['Drama', 'Thriller', 'War']",Eye in the Sky,Eye in the Sky,2015-09-11,12.125,71.0,946,13000000.0,18704595.0,tt2057392,Eye in the Sky,2015.0,"Drama,Thriller,War",7.3,74927,5704595.0
1991,257785,"['Drama', 'Romance']",Tulip Fever,Tulip Fever,2017-07-13,12.062999999999999,65.0,364,25000000.0,3425664.0,tt0491203,Tulip Fever,2017.0,"Drama,History,Romance",6.2,16725,-21574336.0
1998,323676,['Comedy'],The Boss,The Boss,2016-04-07,8.551,58.0,926,29000000.0,78636257.0,tt2702724,The Boss,2016.0,Comedy,5.4,41012,49636257.0
2004,369192,"['Comedy', 'Drama', 'History']",Battle of the Sexes,Battle of the Sexes,2017-09-05,11.994000000000002,69.0,1182,25000000.0,12638526.0,tt4622512,Battle of the Sexes,2017.0,"Biography,Comedy,Drama",6.7,46420,-12361474.0
2007,428449,"['Drama', 'Fantasy', 'Romance']",A Ghost Story,A Ghost Story,2017-04-24,11.985,70.0,1130,100000.0,1596371.0,tt6265828,A Ghost Story,2017.0,"Drama,Fantasy,Romance",6.8,52415,1496371.0
2008,387592,"['Adventure', 'Animation', 'Comedy', 'Family']",Early Man,Early Man,2018-01-26,10.055,60.0,400,50000000.0,53431158.0,tt4701724,Early Man,2018.0,"Adventure,Animation,Comedy",6.1,17574,3431158.0
2009,376290,"['Drama', 'Thriller']",Miss Sloane,Miss Sloane,2016-11-25,8.995,75.0,1069,13000000.0,9101546.0,tt4540710,Miss Sloane,2016.0,"Drama,Thriller",7.5,57934,-3898454.0
2013,347629,"['Drama', 'War']",Thank You for Your Service,Thank You for Your Service,2017-10-26,9.295,64.0,169,20000000.0,9438370.0,tt2776878,Thank You for Your Service,2017.0,"Biography,Drama,War",6.5,11032,-10561630.0
2014,398174,"['Romance', 'Drama']",Film Stars Don't Die in Liverpool,Film Stars Don't Die in Liverpool,2017-11-17,7.4639999999999995,66.0,89,10000000.0,3179847.0,tt5711148,Film Stars Don't Die in Liverpool,2017.0,"Biography,Drama,Romance",6.7,7627,-6820153.0
2019,50022,"['Comedy', 'Crime', 'Mystery']",Super Troopers 2,Super Troopers 2,2018-04-19,8.792,58.0,242,13500000.0,18850674.0,tt0859635,Super Troopers 2,2018.0,"Comedy,Crime,Mystery",6.0,22217,5350674.0
2020,340487,['Drama'],Certain Women,Certain Women,2016-09-25,11.729000000000001,60.0,173,2000000.0,1215691.0,tt4468634,Certain Women,2016.0,Drama,6.3,11006,-784309.0
2022,451945,['Drama'],120 battements par minute,BPM (Beats per Minute),2017-08-23,9.529,79.0,875,6600000.0,7632420.0,tt6135348,120 battements par minute,2017.0,Drama,7.4,11713,1032420.0
2024,256962,"['Comedy', 'Drama', 'War']",Little Boy,Little Boy,2015-04-23,10.263,70.0,325,20000000.0,6485961.0,tt1810683,Little Boy,2015.0,"Drama,History,War",7.4,21473,-13514039.0
2028,293646,"['Drama', 'History']",The 33,The 33,2015-08-06,11.62,63.0,634,25000000.0,24902723.0,tt2006295,The 33,2015.0,"Biography,Drama,History",6.9,33684,-97277.0
2030,471968,"['Action', 'Family', 'Fantasy', 'Adventure', 'Comedy']",Последний богатырь,The Last Warrior,2017-10-19,7.774,68.0,67,8250000.0,30060061.0,tt6175394,Posledniy bogatyr,2017.0,"Action,Adventure,Comedy",6.5,2032,21810061.0
2031,317557,['Drama'],Queen of Katwe,Queen of Katwe,2016-09-23,7.25,72.0,258,15000000.0,10367161.0,tt4341582,Queen of Katwe,2016.0,"Biography,Drama,Sport",7.4,14043,-4632839.0
2039,418078,"['Drama', 'Horror', 'Mystery']",It Comes at Night,It Comes at Night,2017-06-09,11.482999999999999,58.0,1332,5000000.0,19280931.0,tt4695012,It Comes at Night,2017.0,"Horror,Mystery",6.2,75910,14280931.0
2042,398177,"['Action', 'Comedy']",Just Getting Started,Just Getting Started,2017-12-01,8.748,51.0,110,22000000.0,6069605.0,tt5721088,Just Getting Started,2017.0,"Action,Comedy",4.4,5541,-15930395.0
2053,266396,"['Action', 'Crime', 'Drama']",The Gunman,The Gunman,2015-02-16,11.305,57.0,637,40000000.0,13644292.0,tt2515034,The Gunman,2015.0,"Action,Crime,Drama",5.8,37511,-26355708.0
2059,340402,"['Comedy', 'Drama']",Almost Christmas,Almost Christmas,2016-11-11,8.459,56.0,265,17000000.0,42487325.0,tt4649416,Almost Christmas,2016.0,"Comedy,Drama",6.1,5618,25487325.0
2072,413644,"['Animation', 'Comedy', 'Family']",The Son of Bigfoot,The Son of Bigfoot,2017-07-26,8.703,65.0,195,30000000.0,46372519.0,tt5715410,The Son of Bigfoot,2017.0,"Adventure,Animation,Comedy",6.1,4692,16372519.0
2076,474335,['Comedy'],Uncle Drew,Uncle Drew,2018-06-27,8.657,65.0,265,19000000.0,17665000.0,tt7334528,Uncle Drew,2018.0,"Comedy,Sport",5.7,11029,-1335000.0
2079,382614,['Drama'],The Book of Henry,The Book of Henry,2017-06-16,7.686,75.0,748,10000000.0,4504974.0,tt4572792,The Book of Henry,2017.0,"Crime,Drama,Thriller",6.6,21983,-5495026.0
2096,295693,"['Animation', 'Comedy', 'Family']",The Boss Baby,The Boss Baby,2017-03-23,6.045,64.0,4694,125000000.0,498814908.0,tt3874544,The Boss Baby,2017.0,"Adventure,Animation,Comedy",6.3,100433,373814908.0
2100,397567,"['Action', 'Drama', 'Fantasy']",신과함께-죄와 벌,Along with the Gods: The Two Worlds,2017-12-14,9.613,77.0,151,18300000.0,125983972.0,tt7160070,Sin-gwa ham-kke: Jwi-wa beol,2017.0,"Action,Drama,Fantasy",7.3,10291,107683972.0
2101,407448,"['Crime', 'Drama', 'History', 'Thriller']",Detroit,Detroit,2017-07-28,10.642999999999999,73.0,946,34000000.0,16790139.0,tt5390504,Detroit,2017.0,"Crime,Drama,History",7.3,43715,-17209861.0
2107,443319,"['Horror', 'Mystery', 'Science Fiction']",Phoenix Forgotten,Phoenix Forgotten,2017-04-21,7.145,55.0,145,2800000.0,3600000.0,tt6574272,Phoenix Forgotten,2017.0,"Horror,Mystery,Sci-Fi",5.2,5143,800000.0
2110,362045,"['History', 'Romance', 'War']",बाजीराव मस्तानी,Bajirao Mastani,2015-12-18,7.136,74.0,154,19500000.0,56000000.0,tt3735246,Bajirao Mastani,2015.0,"Action,Drama,History",7.2,29677,36500000.0
2112,438740,"['Action', 'Adventure', 'Drama']",Салют-7,Salyut-7,2017-09-22,8.841000000000001,71.0,194,15000000.0,13767037.0,tt6537238,Salyut-7,2017.0,"Action,Drama,History",7.2,8398,-1232963.0
2119,428495,"['Thriller', 'Drama']",The Nile Hilton Incident,The Nile Hilton Incident,2017-07-12,6.372999999999999,66.0,199,4250000.0,81089.0,tt5540188,The Nile Hilton Incident,2017.0,"Crime,Drama,Mystery",6.7,6421,-4168911.0
2127,446791,"['Crime', 'Drama', 'Mystery', 'Thriller']",All the Money in the World,All the Money in the World,2017-12-21,10.244000000000002,64.0,1368,50000000.0,56996304.0,tt5294550,All the Money in the World,2017.0,"Biography,Crime,Drama",6.8,67053,6996304.0
2134,468284,"['Drama', 'Crime']",L'Insulte,The Insult,2017-09-14,6.103,76.0,259,3000000.0,1001305.0,tt7048622,L'insulte,2017.0,"Crime,Drama,Thriller",7.7,12624,-1998695.0
2141,345923,"['Mystery', 'Thriller']",All I See Is You,All I See Is You,2017-08-10,10.031,50.0,382,30000000.0,646946.0,tt4486986,All I See Is You,2016.0,"Drama,Mystery,Romance",5.4,9611,-29353054.0
2148,457915,['Comedy'],Superlópez,superlorpez,2018-11-23,6.604,47.0,113,52.0,12496155.0,tt4110388,Superlópez,2018.0,"Action,Comedy,Sci-Fi",5.3,2410,12496103.0
2149,336804,['Drama'],Mustang,Mustang,2015-06-17,9.937000000000001,79.0,899,1300000.0,250000.0,tt3966404,Mustang,2015.0,Drama,7.6,32730,-1050000.0
2169,440642,"['Adventure', 'Drama', 'History', 'Thriller']",Время первых,The Spacewalker,2017-04-09,6.563,72.0,174,7075038.0,9868942.0,tt6673840,Vremya pervykh,2017.0,"Drama,History",7.3,5345,2793904.0
2176,518068,"['Action', 'Drama', 'Fantasy']",신과함께-인과 연,Along with the Gods: The Last 49 Days,2018-08-01,7.23,77.0,72,18300000.0,112790210.0,tt8116428,Sin-gwa ham-kke: In-gwa yeon,2018.0,"Action,Drama,Fantasy",7.1,4240,94490210.0
2183,397538,"['Drama', 'History']",Borg vs McEnroe,Borg vs McEnroe,2017-09-06,9.591000000000001,70.0,669,7500000.0,16657800.0,tt5727282,Borg McEnroe,2017.0,"Biography,Drama,Sport",6.9,24109,9157800.0
2189,458027,"['Action', 'Drama', 'Fantasy', 'History', 'Adventure']",Скиф,The Last Warrior,2018-01-18,6.872999999999999,61.0,61,2500000.0,1053002.0,tt7844166,Skif,2018.0,"Action,Drama,Fantasy",6.1,1829,-1446998.0
2194,380111,"['Action', 'Drama']",Экипаж,Flight Crew,2016-04-21,8.524,68.0,128,10000000.0,27305571.0,tt5653294,Ekipazh,2016.0,"Action,Adventure,Drama",6.7,4344,17305571.0
2195,376453,['Thriller'],Operation Avalanche,Operation Avalanche,2016-07-29,5.773,64.0,114,1250000.0,55000.0,tt3776826,Operation Avalanche,2016.0,"Drama,Mystery,Thriller",6.1,6316,-1195000.0
2202,363579,"['Action', 'Drama', 'Thriller']",밀정,The Age of Shadows,2016-09-07,7.516,74.0,152,8620000.0,53165427.0,tt4914580,Mil-jeong,2016.0,"Action,Drama,Thriller",7.1,7351,44545427.0
2281,496328,"['Comedy', 'Drama']",संजू,Sanju,2018-06-29,5.945,77.0,92,21918618.0,67414985.0,tt6452574,Sanju,2018.0,"Biography,Drama",7.8,43753,45496367.0
2303,377273,['Drama'],Aquarius,Aquarius,2016-09-01,5.138,75.0,260,762241.0,285930.0,tt5221584,Aquarius,2016.0,Drama,7.5,16507,-476311.0
2304,426030,"['Comedy', 'Drama', 'Music', 'Romance']",Finding Your Feet,Finding Your Feet,2017-12-26,5.803999999999999,72.0,72,7154497.0,15500000.0,tt4538916,Finding Your Feet,2017.0,"Comedy,Drama,Music",6.7,4723,8345503.0
2339,377447,"['Action', 'Comedy', 'War']",鐵道飛虎,Railroad Tigers,2016-12-23,5.747000000000001,61.0,63,50000000.0,102205175.0,tt4687848,Tie dao fei hu,2016.0,"Action,Adventure,Comedy",5.8,3491,52205175.0
2345,415381,"['Action', 'Adventure', 'Fantasy']",Легенда о Коловрате,Furious,2017-11-30,4.563,66.0,57,5610000.0,10657499.0,tt6054874,Legenda o Kolovrate,2017.0,"Action,Drama,History",6.2,2471,5047499.0
2352,450720,"['Adventure', 'Comedy', 'Science Fiction']",Arif V 216,Arif V 216,2018-01-05,5.0889999999999995,65.0,83,1705235.0,3501037.0,tt6697582,Arif V 216,2018.0,"Comedy,Sci-Fi",7.2,29156,1795802.0
2354,392142,"['Comedy', 'War']",La Folle Histoire de Max et Léon,Max & Leon,2016-11-01,5.787999999999999,65.0,529,12156348.0,7900000.0,tt5091538,La folle histoire de Max et Léon,2016.0,"Comedy,War",6.2,1575,-4256348.0
2383,371865,['Comedy'],Ma Loute,Slack Bay,2016-05-13,6.562,56.0,156,8104734.0,920719.0,tt4726636,Ma Loute,2016.0,"Comedy,Fantasy",6.0,3892,-7184015.0
2397,437103,"['Drama', 'History', 'Thriller']",1987,1987: When the Day Comes,2017-12-27,5.845,83.0,43,12308000.0,49380115.0,tt6493286,1987,2017.0,Drama,7.7,2990,37072115.0
2404,271404,"['Action', 'Adventure', 'Horror', 'Science Fiction']",Beyond Skyline,Beyond Skyline,2017-10-20,6.148,50.0,537,20000000.0,992181.0,tt1724970,Beyond Skyline,2017.0,"Action,Adventure,Horror",5.3,16556,-19007819.0
2405,439154,['Drama'],Sage femme,The Midwife,2017-03-22,4.94,59.0,80,7000000.0,7286136.0,tt5348236,Sage femme,2017.0,Drama,6.7,2053,286136.0
2494,394684,"['Action', 'Crime', 'Thriller']",Que Dios nos perdone,May God Save Us,2016-10-28,4.704,68.0,214,4000000.0,1598584.0,tt4944596,Que Dios nos perdone,2016.0,"Action,Adventure,Crime",7.1,8012,-2401416.0
2504,441909,"['Action', 'Thriller']",टाइगर ज़िंदा है,Tiger Zinda Hai,2017-12-18,3.697,62.0,58,15000000.0,87320000.0,tt5956100,Tiger Zinda Hai,2017.0,"Action,Adventure,Thriller",6.0,20204,72320000.0
2510,332718,"['Action', 'Adventure', 'Animation']",Bilal: A New Breed of Hero,Bilal: A New Breed of Hero,2016-09-08,3.8080000000000003,69.0,62,30000000.0,1750000.0,tt3576728,Bilal: A New Breed of Hero,2015.0,"Action,Adventure,Animation",8.0,17410,-28250000.0
2561,376565,"['Adventure', 'Action', 'Drama']",Дуэлянт,The Duelist,2016-09-29,6.047999999999999,63.0,54,12823507.0,6101904.0,tt5282006,Duelyant,2016.0,"Action,Drama,Thriller",6.4,2621,-6721603.0
2582,506750,"['Action', 'Adventure', 'War']",Танки,Tanks for Stalin,2018-04-26,4.195,51.0,17,2179800.0,36837802.0,tt8396188,Tanki,2018.0,"Action,Comedy,History",4.7,810,34658002.0
2597,393562,"['Crime', 'Thriller']",रमन राघव २.०,Raman Raghav 2.0,2016-06-24,4.183,74.0,59,521873.0,1013926.0,tt5662932,Raman Raghav 2.0,2016.0,"Crime,Drama,Thriller",7.3,11516,492053.0
2608,402688,['Comedy'],Abracadabra,Abracadabra,2017-08-04,4.59,52.0,81,5200000.0,13975.0,tt5187886,Abracadabra,2017.0,"Comedy,Drama,Fantasy",5.7,2191,-5186025.0
2619,486078,['Comedy'],Il vegetale,The Vegetable,2018-01-18,5.41,58.0,206,8166084.0,8475827.0,tt7187860,Il vegetale,2018.0,Comedy,4.9,387,309743.0
2628,397852,"['Action', 'Crime', 'Fantasy']",Rendel,Rendel,2017-09-22,4.785,46.0,71,1686858.0,1891907.0,tt3881026,Rendel,2017.0,"Action,Crime,Drama",4.6,1488,205049.0
2685,321612,"['Fantasy', 'Romance', 'Family']",Beauty and the Beast,Beauty and the Beast,2017-03-16,33.335,69.0,11948,160000000.0,1263521126.0,tt2771200,Beauty and the Beast,2017.0,"Family,Fantasy,Musical",7.1,254213,1103521126.0
2686,262500,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",Insurgent,Insurgent,2015-03-18,32.538000000000004,63.0,7387,110000000.0,295238201.0,tt2908446,Insurgent,2015.0,"Action,Adventure,Sci-Fi",6.2,207141,185238201.0
2687,315635,"['Action', 'Adventure', 'Drama', 'Science Fiction']",Spider-Man: Homecoming,Spider-Man: Homecoming,2017-07-05,34.575,74.0,13481,175000000.0,880166924.0,tt2250912,Spider-Man: Homecoming,2017.0,"Action,Adventure,Sci-Fi",7.4,472833,705166924.0
2688,297762,"['Action', 'Adventure', 'Fantasy']",Wonder Woman,Wonder Woman,2017-05-30,29.95,73.0,13947,149000000.0,821847012.0,tt0451279,Wonder Woman,2017.0,"Action,Adventure,Fantasy",7.4,518423,672847012.0
2689,293167,"['Action', 'Adventure', 'Fantasy']",Kong: Skull Island,Kong: Skull Island,2017-03-08,24.229,64.0,6757,185000000.0,566652812.0,tt3731562,Kong: Skull Island,2017.0,"Action,Adventure,Fantasy",6.6,253223,381652812.0
2690,313369,"['Comedy', 'Drama', 'Romance', 'Music']",La La Land,La La Land,2016-11-29,23.781999999999996,79.0,11295,30000000.0,445435700.0,tt3783958,La La Land,2016.0,"Comedy,Drama,Music",8.0,466007,415435700.0
2691,286217,"['Adventure', 'Drama', 'Science Fiction']",The Martian,The Martian,2015-09-30,30.088,77.0,13438,108000000.0,630161890.0,tt3659388,The Martian,2015.0,"Adventure,Drama,Sci-Fi",8.0,715873,522161890.0
2692,329865,"['Drama', 'Mystery', 'Science Fiction']",Arrival,Arrival,2016-11-10,26.235,75.0,11637,47000000.0,203388186.0,tt2543164,Arrival,2016.0,"Drama,Mystery,Sci-Fi",7.9,550580,156388186.0
2693,126889,"['Horror', 'Science Fiction', 'Thriller']",Alien: Covenant,Alien: Covenant,2017-05-09,27.326,59.0,5471,97000000.0,232380243.0,tt2316204,Alien: Covenant,2017.0,"Horror,Sci-Fi,Thriller",6.4,239511,135380243.0
2694,216015,"['Drama', 'Thriller', 'Romance']",Fifty Shades of Grey,Fifty Shades of Grey,2015-02-11,36.9,55.0,7070,40000000.0,571006128.0,tt2322441,Fifty Shades of Grey,2015.0,"Drama,Romance,Thriller",4.1,286957,531006128.0
2696,337339,"['Action', 'Crime', 'Thriller']",The Fate of the Furious,The Fate of the Furious,2017-04-12,20.976999999999997,69.0,6908,250000000.0,1238764765.0,tt4630562,The Fate of the Furious,2017.0,"Action,Adventure,Thriller",6.7,192200,988764765.0
2697,313297,"['Adventure', 'Animation', 'Family']",Kubo and the Two Strings,Kubo and the Two Strings,2016-08-18,20.35,77.0,2323,60000000.0,69929545.0,tt4302938,Kubo and the Two Strings,2016.0,"Action,Adventure,Animation",7.8,111213,9929545.0
2698,324552,"['Action', 'Crime', 'Thriller']",John Wick: Chapter 2,John Wick: Chapter 2,2017-02-08,23.38,71.0,7106,40000000.0,171539887.0,tt4425200,John Wick: Chapter 2,2017.0,"Action,Crime,Thriller",7.5,333089,131539887.0
2699,339964,"['Adventure', 'Science Fiction', 'Action']",Valerian and the City of a Thousand Planets,Valerian and the City of a Thousand Planets,2017-07-20,18.278,65.0,4710,177200000.0,225874228.0,tt2239822,Valerian and the City of a Thousand Planets,2017.0,"Action,Adventure,Fantasy",6.5,151661,48674228.0
2701,294254,"['Action', 'Science Fiction', 'Thriller']",Maze Runner: The Scorch Trials,Maze Runner: The Scorch Trials,2015-09-09,22.426,66.0,6949,61000000.0,312296056.0,tt4046784,Maze Runner: The Scorch Trials,2015.0,"Action,Adventure,Sci-Fi",6.3,209413,251296056.0
2702,166424,"['Action', 'Adventure', 'Science Fiction']",Fantastic Four,Fantastic Four,2015-08-05,17.122,44.0,4167,120000000.0,167977596.0,tt1502712,Fantastic Four,2015.0,"Action,Adventure,Drama",4.3,144422,47977596.0
2703,324786,"['Drama', 'History', 'War']",Hacksaw Ridge,Hacksaw Ridge,2016-10-07,18.636,81.0,7493,40000000.0,175302354.0,tt2119532,Hacksaw Ridge,2016.0,"Biography,Drama,History",8.1,395712,135302354.0
2704,339403,"['Action', 'Crime']",Baby Driver,Baby Driver,2017-06-28,19.428,74.0,9390,34000000.0,226945087.0,tt3890160,Baby Driver,2017.0,"Action,Crime,Drama",7.6,398816,192945087.0
