,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id,originalTitle,startYear,genres,averageRating,numVotes,Gross Profit
2705,131634,"['Action', 'Adventure', 'Science Fiction']",The Hunger Games: Mockingjay - Part 2,The Hunger Games: Mockingjay - Part 2,2015-11-18,20.177,69.0,8311,160000000.0,653428261.0,tt1951266,The Hunger Games: Mockingjay - Part 2,2015.0,"Action,Adventure,Sci-Fi",6.5,266353,493428261.0
2706,330459,"['Action', 'Adventure', 'Science Fiction']",Rogue One: A Star Wars Story,Rogue One: A Star Wars Story,2016-12-14,18.872,75.0,10396,200000000.0,1056057273.0,tt3748528,Rogue One,2016.0,"Action,Adventure,Sci-Fi",7.8,520037,856057273.0
2707,166426,"['Adventure', 'Action', 'Fantasy', 'Comedy']",Pirates of the Caribbean: Dead Men Tell No Tales,Pirates of the Caribbean: Dead Men Tell No Tales,2017-05-23,20.601,66.0,7683,230000000.0,794191988.0,tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017.0,"Action,Adventure,Fantasy",6.6,243345,564191988.0
2708,341013,"['Action', 'Mystery', 'Thriller']",Atomic Blonde,Atomic Blonde,2017-07-26,19.047,63.0,4128,30000000.0,95673925.0,tt2406566,Atomic Blonde,2017.0,"Action,Thriller",6.7,163045,65673925.0
2709,271718,"['Comedy', 'Romance']",Trainwreck,Trainwreck,2015-07-17,18.319000000000003,58.0,1885,35000000.0,140795793.0,tt3152624,Trainwreck,2015.0,"Comedy,Drama,Romance",6.2,125197,105795793.0
2710,305470,"['Action', 'Adventure', 'Science Fiction']",Power Rangers,Power Rangers,2017-03-23,19.039,62.0,2980,100000000.0,142337240.0,tt3717490,Power Rangers,2017.0,"Action,Adventure,Sci-Fi",5.9,97489,42337240.0
2712,43074,"['Action', 'Comedy', 'Fantasy']",Ghostbusters,Ghostbusters,2016-07-14,17.17,54.0,4202,144000000.0,229147509.0,tt1289401,Ghostbusters,2016.0,"Action,Comedy,Fantasy",5.2,195296,85147509.0
2713,346672,"['Action', 'Fantasy', 'Horror', 'Drama']",Underworld: Blood Wars,Underworld: Blood Wars,2016-11-24,16.56,55.0,2497,35000000.0,81093313.0,tt3717252,Underworld: Blood Wars,2016.0,"Action,Drama,Fantasy",5.8,65879,46093313.0
2714,281338,"['Drama', 'Science Fiction', 'War']",War for the Planet of the Apes,War for the Planet of the Apes,2017-07-11,17.212,71.0,5765,150000000.0,488533726.0,tt3450958,War for the Planet of the Apes,2017.0,"Action,Adventure,Drama",7.4,213753,338533726.0
2715,369885,"['Action', 'Drama', 'War', 'Romance', 'Thriller']",Allied,Allied,2016-11-17,17.199,67.0,3108,85000000.0,119520023.0,tt3640424,Allied,2016.0,"Action,Drama,Romance",7.1,132640,34520023.0
2716,68730,"['Drama', 'History']",Silence,Silence,2016-12-22,16.399,71.0,1850,46000000.0,23737523.0,tt0490215,Silence,2016.0,"Drama,History",7.2,92257,-22262477.0
2717,363676,"['Drama', 'History']",Sully,Sully,2016-09-07,18.31,71.0,4424,60000000.0,240797623.0,tt3263904,Sully,2016.0,"Biography,Drama",7.4,218118,180797623.0
2718,396422,"['Horror', 'Mystery', 'Thriller']",Annabelle: Creation,Annabelle: Creation,2017-08-03,16.383,65.0,3612,15000000.0,305092201.0,tt5140878,Annabelle: Creation,2017.0,"Horror,Mystery,Thriller",6.5,102780,290092201.0
2719,127380,"['Adventure', 'Animation', 'Comedy', 'Family']",Finding Dory,Finding Dory,2016-06-16,17.134,70.0,8638,200000000.0,1028570889.0,tt2277860,Finding Dory,2016.0,"Adventure,Animation,Comedy",7.3,225080,828570889.0
2720,136799,"['Adventure', 'Animation', 'Comedy', 'Fantasy', 'Music', 'Family']",Trolls,Trolls,2016-10-13,19.268,66.0,2097,125000000.0,346864462.0,tt1679335,Trolls,2016.0,"Adventure,Animation,Comedy",6.5,66174,221864462.0
2722,274857,"['Action', 'Drama', 'Fantasy']",King Arthur: Legend of the Sword,King Arthur: Legend of the Sword,2017-05-10,21.23,65.0,3705,175000000.0,146175066.0,tt1972591,King Arthur: Legend of the Sword,2017.0,"Action,Adventure,Drama",6.7,179396,-28824934.0
2724,258230,"['Drama', 'Fantasy']",A Monster Calls,A Monster Calls,2016-10-07,9.844,72.0,2138,43000000.0,47309313.0,tt3416532,A Monster Calls,2016.0,"Animation,Drama,Fantasy",7.5,75440,4309313.0
2725,260514,"['Adventure', 'Animation', 'Comedy', 'Family']",Cars 3,Cars 3,2017-06-15,15.787,67.0,2994,175000000.0,383925276.0,tt3606752,Cars 3,2017.0,"Adventure,Animation,Comedy",6.7,66384,208925276.0
2726,301365,"['Horror', 'Mystery', 'Thriller']",The Neon Demon,The Neon Demon,2016-06-08,13.995999999999999,65.0,2347,7000000.0,1333124.0,tt1974419,The Neon Demon,2016.0,"Horror,Thriller",6.2,77485,-5666876.0
2727,290250,"['Action', 'Comedy', 'Crime']",The Nice Guys,The Nice Guys,2016-05-15,16.378,71.0,4880,50000000.0,62788218.0,tt3799694,The Nice Guys,2016.0,"Action,Comedy,Crime",7.4,255788,12788218.0
2730,263472,"['Drama', 'Thriller']",Knock Knock,Knock Knock,2015-06-26,14.907,50.0,1713,2500000.0,6341684.0,tt3605418,Knock Knock,2015.0,"Drama,Thriller",4.9,73087,3841684.0
2731,254320,"['Comedy', 'Drama', 'Science Fiction', 'Thriller', 'Romance']",The Lobster,The Lobster,2015-07-10,15.413,70.0,3431,4000000.0,15656193.0,tt3464902,The Lobster,2015.0,"Comedy,Drama,Romance",7.2,197716,11656193.0
2732,223702,"['Adventure', 'Animation', 'Comedy', 'Fantasy']",Sausage Party,Sausage Party,2016-07-11,12.763,56.0,4720,19000000.0,140705322.0,tt1700841,Sausage Party,2016.0,"Adventure,Animation,Comedy",6.1,166218,121705322.0
2733,302401,"['Crime', 'Drama', 'History', 'Thriller']",Snowden,Snowden,2016-09-15,13.892999999999999,71.0,2777,40000000.0,37279439.0,tt3774114,Snowden,2016.0,"Biography,Crime,Drama",7.3,126446,-2720561.0
2735,211672,"['Adventure', 'Animation', 'Comedy', 'Family']",Minions,Minions,2015-06-17,12.065,64.0,7779,74000000.0,1156730962.0,tt2293640,Minions,2015.0,"Adventure,Animation,Comedy",6.4,202167,1082730962.0
2737,334533,"['Adventure', 'Comedy', 'Drama']",Captain Fantastic,Captain Fantastic,2016-07-02,14.549000000000001,80.0,4008,5000000.0,5879736.0,tt3553976,Captain Fantastic,2016.0,"Comedy,Drama",7.9,171099,879736.0
2738,282035,"['Action', 'Adventure', 'Fantasy', 'Horror', 'Thriller']",The Mummy,The Mummy,2017-06-06,12.564,55.0,4934,125000000.0,409231607.0,tt2345759,The Mummy,2017.0,"Action,Adventure,Fantasy",5.4,163967,284231607.0
2740,332210,"['Adventure', 'Animation', 'Comedy', 'Family']",Storks,Storks,2016-09-22,12.424000000000001,66.0,1470,70000000.0,182379278.0,tt4624424,Storks,2016.0,"Adventure,Animation,Comedy",6.8,52803,112379278.0
2743,324849,"['Action', 'Animation', 'Comedy', 'Fantasy', 'Family']",The Lego Batman Movie,The Lego Batman Movie,2017-02-08,11.492,72.0,3215,80000000.0,311950384.0,tt4116284,The Lego Batman Movie,2017.0,"Action,Animation,Comedy",7.3,123930,231950384.0
2744,376867,['Drama'],Moonlight,Moonlight,2016-10-21,14.907,74.0,4536,4000000.0,65046687.0,tt4975722,Moonlight,2016.0,Drama,7.4,247794,61046687.0
2747,300669,"['Crime', 'Horror', 'Thriller']",Don't Breathe,Don't Breathe,2016-06-08,15.539000000000001,69.0,4204,9900000.0,159047649.0,tt4160708,Don't Breathe,2016.0,"Crime,Horror,Thriller",7.1,201483,149147649.0
2748,339988,"['Drama', 'Thriller', 'Science Fiction']",The Circle,The Circle,2017-04-27,17.976,55.0,3044,18000000.0,20497844.0,tt4287320,The Circle,2017.0,"Drama,Sci-Fi,Thriller",5.3,77472,2497844.0
2749,180863,"['Crime', 'Drama']",T2 Trainspotting,T2 Trainspotting,2017-01-27,10.485,70.0,1952,18000000.0,42067430.0,tt2763304,T2 Trainspotting,2017.0,Drama,7.2,104365,24067430.0
2750,328387,"['Adventure', 'Crime', 'Mystery']",Nerve,Nerve,2016-06-27,16.331,71.0,5064,19000000.0,85241496.0,tt3531824,Nerve,2016.0,"Adventure,Crime,Drama",6.5,108309,66241496.0
2754,377264,"['Horror', 'Science Fiction', 'Thriller']",Morgan,Morgan,2016-09-01,11.145999999999999,57.0,926,8000000.0,8810591.0,tt4520364,Morgan,2016.0,"Action,Horror,Sci-Fi",5.8,37284,810591.0
2755,302946,"['Crime', 'Drama', 'Thriller']",The Accountant,The Accountant,2016-10-13,13.331,69.0,3728,44000000.0,155160045.0,tt2140479,The Accountant,2016.0,"Action,Crime,Drama",7.3,244878,111160045.0
2757,324542,"['Action', 'Crime', 'Thriller']",Sleepless,Sleepless,2017-01-12,15.574000000000002,58.0,792,30000000.0,32540674.0,tt2072233,Sleepless,2017.0,"Action,Crime,Thriller",5.6,27221,2540674.0
2758,334541,['Drama'],Manchester by the Sea,Manchester by the Sea,2016-11-18,15.918,75.0,3619,9000000.0,75026965.0,tt4034228,Manchester by the Sea,2016.0,Drama,7.8,227908,66026965.0
2759,341174,"['Drama', 'Romance']",Fifty Shades Darker,Fifty Shades Darker,2017-02-08,17.188,62.0,4864,55000000.0,378827494.0,tt4465564,Fifty Shades Darker,2017.0,"Drama,Romance",4.6,86063,323827494.0
2760,334524,"['Adventure', 'Drama', 'Thriller']",Gold,Gold,2016-12-22,10.345999999999998,66.0,971,20000000.0,7227038.0,tt1800302,Gold,2016.0,"Crime,Drama",6.7,53211,-12772962.0
2764,360814,"['Action', 'Drama']",दंगल,Dangal,2016-12-21,10.062999999999999,80.0,415,10400000.0,310000000.0,tt5074352,Dangal,2016.0,"Action,Biography,Drama",8.4,136219,299600000.0
2765,351819,"['Comedy', 'Romance']",Fifty Shades of Black,Fifty Shades of Black,2016-01-28,12.452,45.0,778,20000000.0,21164799.0,tt4667094,Fifty Shades of Black,2016.0,Comedy,3.5,18398,1164799.0
2768,267935,"['Adventure', 'Fantasy', 'Family']",The BFG,The BFG,2016-06-01,11.718,62.0,2140,140000000.0,183345589.0,tt3691740,The BFG,2016.0,"Adventure,Family,Fantasy",6.4,72867,43345589.0
2770,417678,"['Drama', 'Romance']","Everything, Everything","Everything, Everything",2017-05-18,16.264,72.0,2791,10000000.0,61621140.0,tt5001718,"Everything, Everything",2017.0,"Drama,Romance",6.4,29764,51621140.0
2771,365942,"['Adventure', 'Drama', 'Science Fiction', 'Romance']",The Space Between Us,The Space Between Us,2017-01-26,11.763,71.0,1623,30000000.0,14793385.0,tt3922818,The Space Between Us,2017.0,"Drama,Romance,Sci-Fi",6.4,44565,-15206615.0
2772,316152,"['Action', 'Drama', 'History', 'War']",Free State of Jones,Free State of Jones,2016-06-24,13.755,66.0,890,50000000.0,25035950.0,tt1124037,Free State of Jones,2016.0,"Action,Biography,Drama",6.9,47731,-24964050.0
2774,14564,['Horror'],Rings,Rings,2017-02-01,11.988,49.0,1898,25000000.0,83080890.0,tt0498381,Rings,2017.0,"Drama,Horror,Mystery",4.5,35857,58080890.0
2778,345920,"['Drama', 'Romance']",Collateral Beauty,Collateral Beauty,2016-12-06,10.37,72.0,3678,36000000.0,88528280.0,tt4682786,Collateral Beauty,2016.0,"Drama,Romance",6.8,84480,52528280.0
2780,345938,"['Drama', 'Fantasy']",The Shack,The Shack,2017-03-03,15.668,70.0,912,20000000.0,92924405.0,tt2872518,The Shack,2017.0,"Drama,Fantasy",6.3,27726,72924405.0
2783,293670,"['Horror', 'Mystery', 'Thriller']",곡성,The Wailing,2016-05-12,13.659,72.0,690,10951000.0,47098491.0,tt5215952,Gok-seong,2016.0,"Horror,Mystery,Thriller",7.5,41034,36147491.0
2784,276905,"['Adventure', 'Animation', 'Comedy', 'Family']",Norm of the North,Norm of the North,2016-01-14,8.196,42.0,189,7000000.0,17062499.0,tt1594972,Norm of the North,2016.0,"Adventure,Animation,Comedy",3.4,8304,10062499.0
2786,303991,"['Comedy', 'Drama']",Demolition,Demolition,2016-04-06,10.145,67.0,1228,10000000.0,1978592.0,tt1172049,Demolition,2015.0,"Comedy,Drama",7.0,82725,-8021408.0
2787,402529,"['Drama', 'Music']",All Eyez on Me,All Eyez on Me,2017-06-12,10.948,64.0,745,40000000.0,44922302.0,tt1666185,All Eyez on Me,2017.0,"Biography,Drama,Music",5.8,19808,4922302.0
2789,121856,"['Action', 'Adventure', 'Science Fiction']",Assassin's Creed,Assassin's Creed,2016-12-21,13.35,54.0,5455,125000000.0,240697856.0,tt2094766,Assassin's Creed,2016.0,"Action,Adventure,Sci-Fi",5.7,174916,115697856.0
2793,294272,"['Adventure', 'Fantasy', 'Family']",Pete's Dragon,Pete's Dragon,2016-08-10,14.644,63.0,1475,65000000.0,143695338.0,tt2788732,Pete's Dragon,2016.0,"Action,Adventure,Comedy",6.7,51377,78695338.0
2795,341006,"['Action', 'Thriller', 'Horror']",The Belko Experiment,The Belko Experiment,2016-03-17,15.138,61.0,863,5000000.0,10166820.0,tt1082807,The Belko Experiment,2016.0,"Horror,Thriller",6.1,40773,5166820.0
2796,388399,"['Action', 'Crime', 'Drama']",Patriots Day,Patriots Day,2016-12-12,14.135,69.0,1527,45000000.0,50548152.0,tt4572514,Patriots Day,2016.0,"Action,Crime,Drama",7.4,81199,5548152.0
2798,286567,"['Action', 'Adventure', 'Science Fiction']",Max Steel,Max Steel,2016-10-14,9.282,52.0,405,10000000.0,6272403.0,tt1472584,Max Steel,2016.0,"Action,Adventure,Family",4.6,17514,-3727597.0
2799,339397,"['Comedy', 'Drama', 'Romance']",Café Society,Café Society,2016-05-11,11.88,64.0,1735,30000000.0,43763247.0,tt4513674,Café Society,2016.0,"Comedy,Drama,Romance",6.6,66115,13763247.0
2802,345922,['Comedy'],Fist Fight,Fist Fight,2017-02-16,10.999,60.0,778,22000000.0,41087017.0,tt3401882,Fist Fight,2017.0,Comedy,5.6,37371,19087017.0
2805,259695,"['Crime', 'Drama', 'Thriller']",Live by Night,Live by Night,2016-12-25,10.530999999999999,62.0,830,108000000.0,22678555.0,tt2361317,Live by Night,2016.0,"Action,Crime,Drama",6.4,49226,-85321445.0
2807,459202,"['Comedy', 'Horror']",Boo 2! A Madea Halloween,Boo 2! A Madea Halloween,2017-10-20,9.088,56.0,368,25000000.0,48333932.0,tt6217804,Tyler Perry's Boo 2! A Madea Halloween,2017.0,"Comedy,Drama,Horror",3.8,3776,23333932.0
2808,397422,"['Comedy', 'Drama']",Rough Night,Rough Night,2017-06-15,13.534,56.0,1289,20000000.0,45056771.0,tt4799050,Rough Night,2017.0,"Comedy,Crime,Thriller",5.2,42926,25056771.0
2809,302156,"['Action', 'Crime', 'Science Fiction']",Criminal,Criminal,2016-04-07,14.520999999999999,60.0,1005,31500000.0,14708696.0,tt3014866,Criminal,2016.0,"Action,Crime,Drama",6.3,55209,-16791304.0
2810,333385,"['Action', 'Comedy', 'Romance']",Mr. Right,Mr. Right,2016-02-29,13.814,64.0,844,8000000.0,34694.0,tt2091935,Mr. Right,2015.0,"Action,Comedy,Romance",6.3,45440,-7965306.0
2811,340666,"['Drama', 'Thriller']",Nocturnal Animals,Nocturnal Animals,2016-11-04,14.152000000000001,74.0,4825,22500000.0,29252978.0,tt4550098,Nocturnal Animals,2016.0,"Drama,Thriller",7.5,219289,6752978.0
2812,417644,"['Action', 'Comedy', 'Crime']",CHiPS,CHiPS,2017-01-16,13.249,60.0,741,25000000.0,26800152.0,tt0493405,CHIPS,2017.0,"Action,Comedy,Crime",6.0,39828,1800152.0
2815,58431,"['Comedy', 'Horror', 'Thriller', 'Romance']",Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016-02-04,14.267000000000001,58.0,1329,28000000.0,16374328.0,tt1374989,Pride and Prejudice and Zombies,2016.0,"Action,Comedy,Fantasy",5.8,48693,-11625672.0
2816,334521,"['Action', 'Crime', 'Mystery']",Free Fire,Free Fire,2017-03-31,14.043,63.0,624,7000000.0,3719383.0,tt4158096,Free Fire,2016.0,"Action,Comedy,Crime",6.4,38613,-3280617.0
2819,347031,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Swiss Army Man,Swiss Army Man,2016-06-24,10.181000000000001,69.0,2008,3000000.0,4210454.0,tt4034354,Swiss Army Man,2016.0,"Comedy,Drama,Fantasy",7.0,98003,1210454.0
2820,333669,['Action'],Bastille Day,Bastille Day,2016-04-22,14.027999999999999,61.0,754,20000000.0,14397593.0,tt2368619,Bastille Day,2016.0,"Action,Crime,Drama",6.3,33096,-5602407.0
2824,325346,"['Comedy', 'Drama', 'Romance']",The Hollars,The Hollars,2016-08-25,9.958,64.0,163,3800000.0,1016985.0,tt3714720,The Hollars,2016.0,"Comedy,Drama,Romance",6.5,10736,-2783015.0
2825,146198,"['Action', 'Mystery', 'Thriller']",Triple 9,Triple 9,2016-02-19,13.933,58.0,1347,20000000.0,12639297.0,tt1712261,Triple 9,2016.0,"Action,Crime,Thriller",6.3,62572,-7360703.0
2826,329440,"['Horror', 'Mystery', 'Thriller']",The Forest,The Forest,2016-01-07,9.902999999999999,50.0,1095,10000000.0,37608299.0,tt3387542,The Forest,2016.0,"Horror,Mystery,Thriller",4.8,37994,27608299.0
2828,333386,"['Western', 'Drama']",The Duel,The Duel,2016-06-24,9.25,54.0,176,10000000.0,4500.0,tt2436682,The Duel,2016.0,"Drama,Western",5.8,9065,-9995500.0
2831,298382,"['Drama', 'Comedy']",The Dressmaker,The Dressmaker,2015-10-01,13.805,70.0,1046,11930000.0,18340000.0,tt2910904,The Dressmaker,2015.0,"Comedy,Drama",7.1,49467,6410000.0
2834,353569,"['Comedy', 'Drama']",Table 19,Table 19,2017-03-03,9.484,60.0,667,5000000.0,5042014.0,tt1412528,Table 19,2017.0,"Comedy,Drama,Romance",5.8,24343,42014.0
2837,314095,"['Action', 'Adventure', 'Drama', 'History']",The Lost City of Z,The Lost City of Z,2016-10-15,12.715,62.0,1606,30000000.0,8574339.0,tt1212428,The Lost City of Z,2016.0,"Biography,Drama,History",6.6,71683,-21425661.0
2838,241251,['Thriller'],The Boy Next Door,The Boy Next Door,2015-01-23,12.747,45.0,1473,4000000.0,52425855.0,tt3181822,The Boy Next Door,2015.0,"Horror,Thriller",4.7,36254,48425855.0
2844,351339,"['History', 'Thriller', 'War']",Anthropoid,Anthropoid,2016-08-12,13.387,70.0,583,9000000.0,4600000.0,tt4190530,Anthropoid,2016.0,"Biography,History,Thriller",7.2,40323,-4400000.0
2849,293767,"['Drama', 'War']",Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,2016-11-10,11.187999999999999,59.0,338,40000000.0,30930984.0,tt2513074,Billy Lynn's Long Halftime Walk,2016.0,"Action,Drama,Sport",6.2,20099,-9069016.0
2851,338766,"['Crime', 'Western']",Hell or High Water,Hell or High Water,2016-08-12,13.244000000000002,73.0,2774,12000000.0,37589296.0,tt2582782,Hell or High Water,2016.0,"Action,Crime,Drama",7.6,188361,25589296.0
2855,417830,"['Comedy', 'Family']",Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017-05-19,10.370999999999999,56.0,237,22000000.0,40120144.0,tt6003368,Diary of a Wimpy Kid: The Long Haul,2017.0,"Comedy,Family",4.3,6201,18120144.0
2856,331313,"['Action', 'Comedy']",Keeping Up with the Joneses,Keeping Up with the Joneses,2016-10-20,11.915999999999999,60.0,1266,40000000.0,29918745.0,tt2387499,Keeping Up with the Joneses,2016.0,"Action,Comedy",5.9,54274,-10081255.0
2858,369883,"['Comedy', 'Family']",Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016-10-07,8.408,70.0,238,8500000.0,23316139.0,tt4981636,Middle School: The Worst Years of My Life,2016.0,"Comedy,Family",6.1,7016,14816139.0
2859,262841,"['Action', 'Comedy', 'Science Fiction']",Monster Trucks,Monster Trucks,2016-12-26,10.758,59.0,478,125000000.0,64493915.0,tt3095734,Monster Trucks,2016.0,"Action,Adventure,Comedy",5.6,14353,-60506085.0
2863,241258,"['Horror', 'Thriller']",Incarnate,Incarnate,2016-12-01,9.656,53.0,359,5000000.0,6341855.0,tt3216348,Incarnate,2016.0,"Horror,Thriller",5.2,10836,1341855.0
2864,316154,"['Drama', 'Horror', 'Thriller']",The Bad Batch,The Bad Batch,2017-06-23,12.907,53.0,574,6000000.0,180851.0,tt4334266,The Bad Batch,2016.0,"Drama,Horror,Romance",5.3,23344,-5819149.0
2866,270010,"['Comedy', 'Drama']",A Hologram for the King,A Hologram for the King,2016-04-22,12.897,59.0,684,30000000.0,4212494.0,tt2980210,A Hologram for the King,2016.0,"Comedy,Drama,Romance",6.1,37923,-25787506.0
2869,263109,"['Family', 'Animation', 'Comedy', 'Adventure']",Shaun the Sheep Movie,Shaun the Sheep Movie,2015-02-05,12.915999999999999,69.0,808,25000000.0,106209378.0,tt2872750,Shaun the Sheep Movie,2015.0,"Adventure,Animation,Comedy",7.3,34919,81209378.0
2870,329981,"['Drama', 'Thriller']",Shut In,Shut In,2016-11-11,9.398,52.0,420,10000000.0,13082071.0,tt2582500,Shut In,2016.0,"Drama,Mystery,Thriller",4.7,11725,3082071.0
2872,318781,"['Drama', 'Romance', 'Thriller', 'History']",Colonia,Colonia,2016-02-12,12.83,74.0,1215,14000000.0,3621046.0,tt4005402,Colonia,2015.0,"Biography,Drama,History",7.1,44250,-10378954.0
2874,325789,"['Crime', 'Drama', 'Thriller']",The Infiltrator,The Infiltrator,2016-07-13,12.796,66.0,1050,25000000.0,15436808.0,tt1355631,The Infiltrator,2016.0,"Biography,Crime,Drama",7.0,64138,-9563192.0
2876,354556,"['Action', 'Fantasy', 'Science Fiction']",Защитники,Guardians,2017-02-14,8.631,45.0,418,5400000.0,4803565.0,tt4600952,Zashchitniki,2017.0,"Action,Adventure,Fantasy",3.9,11003,-596435.0
2880,257345,"['Horror', 'Thriller']",The Darkness,The Darkness,2016-05-13,10.868,47.0,391,4000000.0,10898293.0,tt1878841,The Darkness,2016.0,"Horror,Thriller",4.4,13081,6898293.0
2882,301875,"['Drama', 'Science Fiction', 'Romance']",Equals,Equals,2015-07-15,9.862,61.0,913,16000000.0,2084628.0,tt3289728,Equals,2015.0,"Drama,Romance,Sci-Fi",6.1,25613,-13915372.0
2884,342737,['Drama'],20th Century Women,20th Century Women,2016-12-28,12.58,74.0,610,7000000.0,5664764.0,tt4385888,20th Century Women,2016.0,"Comedy,Drama",7.3,35681,-1335236.0
2885,300168,"['Action', 'Adventure', 'Drama']",天將雄師,Dragon Blade,2015-02-19,10.605,60.0,281,65000000.0,121545703.0,tt3672840,Tian jiang xiong shi,2015.0,"Action,Adventure,Drama",6.0,17451,56545703.0
2886,393457,['Drama'],Fences,Fences,2016-12-16,11.311,68.0,1652,24000000.0,64414761.0,tt2671706,Fences,2016.0,Drama,7.2,91845,40414761.0
2895,371645,"['Adventure', 'Comedy', 'Drama']",Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016-03-31,12.087,78.0,1077,2500000.0,23200000.0,tt4698684,Hunt for the Wilderpeople,2016.0,"Adventure,Comedy,Drama",7.9,96363,20700000.0
2897,351211,"['Horror', 'Thriller']",Blair Witch,Blair Witch,2016-09-15,11.023,51.0,1227,5000000.0,45172994.0,tt1540011,Blair Witch,2016.0,"Horror,Mystery,Thriller",5.0,38982,40172994.0
2899,287903,"['Comedy', 'Fantasy', 'Horror']",Krampus,Krampus,2015-11-26,12.174000000000001,60.0,1188,15000000.0,61788393.0,tt3850590,Krampus,2015.0,"Comedy,Drama,Fantasy",6.1,59025,46788393.0
2902,313922,"['Horror', 'Crime', 'Thriller']",Green Room,Green Room,2016-04-15,12.142000000000001,68.0,1514,5000000.0,3220371.0,tt4062536,Green Room,2015.0,"Horror,Music,Thriller",7.0,97980,-1779629.0
