,id,genre_ids,original_title,title,release_date,popularity,vote_average,vote_count,budget,revenue,imdb_id
3597,350499,"['Action', 'Adventure', 'Animation']",ポケモン・ザ・ムービーXY 光輪の超魔神 フーパ,Pokémon the Movie: Hoopa and the Clash of Ages,2015-07-18,8.328,62.0,105,"$150,000,000.00",$0.00,tt4503906
3598,86822,"['Documentary', 'Drama']",Voyage of Time: Life's Journey,Voyage of Time: Life's Journey,2017-03-10,10.795,65.0,84,$0.00,$0.00,tt1945228
3599,58431,"['Comedy', 'Horror', 'Thriller', 'Romance']",Pride and Prejudice and Zombies,Pride and Prejudice and Zombies,2016-02-04,13.801,58.0,1329,"$28,000,000.00","$16,374,328.00",tt1374989
3600,334521,"['Action', 'Crime', 'Mystery']",Free Fire,Free Fire,2017-03-31,10.872,63.0,624,"$7,000,000.00","$3,719,383.00",tt4158096
3601,410718,"['Documentary', 'TV Movie']",Before the Flood,Before the Flood,2016-10-21,10.344,79.0,441,$0.00,$0.00,tt5929776
3602,408647,"['Action', 'Animation', 'Science Fiction']",Teen Titans: The Judas Contract,Teen Titans: The Judas Contract,2017-03-22,9.445,72.0,289,$0.00,$0.00,tt6315800
3603,477825,[],Are You Coming?! - City of Angels,Are You Coming?! - City of Angels,2017-01-01,7.732,0.0,0,$0.00,$0.00,
3604,463906,"['Action', 'Adventure', 'Crime']",The Saint,The Saint,2017-07-11,9.41,52.0,148,$0.00,$0.00,tt2569088
3605,426830,['Comedy'],Mes trésors,Family Heist,2017-01-04,7.331,58.0,140,$0.00,$0.00,tt5286268
3606,347031,"['Adventure', 'Comedy', 'Drama', 'Fantasy', 'Romance']",Swiss Army Man,Swiss Army Man,2016-06-24,8.989,69.0,2009,"$3,000,000.00","$4,210,454.00",tt4034354
3607,775,"['Adventure', 'Fantasy', 'Science Fiction']",Le Voyage dans la Lune,A Trip to the Moon,1902-09-01,8.516,80.0,845,"$5,985.00",$0.00,tt0000417
3608,333669,['Action'],Bastille Day,Bastille Day,2016-04-22,8.417,61.0,754,"$20,000,000.00","$14,397,593.00",tt2368619
3609,387893,"['Adventure', 'Animation', 'Comedy', 'Family', 'TV Movie']",Ice Age: The Great Egg-Scapade,Ice Age: The Great Egg-Scapade,2016-03-20,9.552,62.0,248,$0.00,$0.00,tt5480340
3610,332270,"['Drama', 'War', 'Romance']",Битва за Севастополь,Battle for Sevastopol,2015-04-02,8.215,73.0,189,"$5,000,000.00",$0.00,tt4084744
3611,449755,['Romance'],Christmas Inheritance,Christmas Inheritance,2017-12-15,8.374,65.0,563,"$10,000,000.00",$0.00,tt7608534
3612,109689,"['Drama', 'Romance']",Tengo ganas de ti,I Want You,2012-06-22,12.918,67.0,704,$0.00,$0.00,tt1797504
3613,334536,"['Horror', 'Thriller']",The Blackcoat's Daughter,The Blackcoat's Daughter,2017-03-31,11.655,56.0,271,$0.00,"$19,980.00",tt3286052
3614,325346,"['Comedy', 'Drama', 'Romance']",The Hollars,The Hollars,2016-08-25,10.707,64.0,164,"$3,800,000.00","$1,016,985.00",tt3714720
3615,146198,"['Action', 'Mystery', 'Thriller']",Triple 9,Triple 9,2016-02-19,9.551,58.0,1348,"$20,000,000.00","$12,639,297.00",tt1712261
3616,43549,"['Drama', 'Thriller']",The Experiment,The Experiment,2010-07-15,7.497,65.0,651,"$21,800,000.00",$0.00,tt0997152
3617,329440,"['Horror', 'Mystery', 'Thriller']",The Forest,The Forest,2016-01-07,10.246,50.0,1095,"$10,000,000.00","$37,608,299.00",tt3387542
3618,464889,"['Action', 'Drama', 'Thriller']",Sniper: Ultimate Kill,Sniper: Ultimate Kill,2017-10-03,12.515,62.0,81,$0.00,$0.00,tt6349302
3619,333386,"['Western', 'Drama']",The Duel,The Duel,2016-06-24,9.4,54.0,176,"$10,000,000.00","$4,500.00",tt2436682
3620,401104,['Drama'],To the Bone,To the Bone,2017-01-22,10.378,73.0,2494,$0.00,$0.00,tt5541240
3621,297160,['Horror'],XX,XX,2017-02-17,8.677,49.0,261,$0.00,"$30,911.00",tt3322892
3622,298382,"['Drama', 'Comedy']",The Dressmaker,The Dressmaker,2015-10-01,10.731,70.0,1048,"$11,930,000.00","$18,340,000.00",tt2910904
3623,334522,"['Drama', 'Thriller', 'War']",Alone in Berlin,Alone in Berlin,2016-02-15,7.434,66.0,216,$0.00,"$33,125.00",tt3026488
3624,168098,"['Horror', 'Science Fiction', 'Thriller']",Cell,Cell,2016-07-06,10.96,45.0,634,$0.00,"$1,133,031.00",tt0775440
3625,10997,['Drama'],霸王别姬,Farewell My Concubine,1993-09-16,10.663,80.0,225,$0.00,$0.00,tt0106332
3626,353569,"['Comedy', 'Drama']",Table 19,Table 19,2017-03-03,12.188,60.0,667,"$5,000,000.00","$5,042,014.00",tt1412528
3627,11867,['Science Fiction'],Barb Wire,Barb Wire,1996-05-02,11.198,41.0,212,$0.00,"$3,793,614.00",tt0115624
3628,77931,"['Fantasy', 'Family', 'Comedy', 'Animation']",The Smurfs 2,The Smurfs 2,2013-07-30,11.952,58.0,1361,"$105,000,000.00","$347,434,178.00",tt2017020
3629,283350,"['Comedy', 'Drama', 'Romance']",Before We Go,Before We Go,2014-09-11,10.503,66.0,1118,$0.00,"$37,151.00",tt0443465
3630,415086,['Documentary'],What the Health,What the Health,2017-03-16,10.973,73.0,201,"$273,428.00",$0.00,tt5541848
3631,274109,"['Adventure', 'Drama', 'Romance']",Palmeras en la nieve,Palm Trees in the Snow,2015-12-25,9.855,75.0,280,"$11,332,619.00",$0.00,tt3202202
3632,314095,"['Action', 'Adventure', 'Drama', 'History']",The Lost City of Z,The Lost City of Z,2016-10-15,11.82,62.0,1608,"$30,000,000.00","$8,574,339.00",tt1212428
3633,241251,['Thriller'],The Boy Next Door,The Boy Next Door,2015-01-23,10.724,45.0,1473,"$4,000,000.00","$52,425,855.00",tt3181822
3634,209189,"['Comedy', 'Crime']",Life of Crime,Life of Crime,2013-09-14,13.637,56.0,222,"$12,000,000.00","$265,452.00",tt1663207
3635,390054,"['Drama', 'War']",Sand Castle,Sand Castle,2017-04-21,11.66,64.0,412,$0.00,$0.00,tt2582576
3636,355111,"['Animation', 'Music', 'Family']",Barbie in Rock 'N Royals,Barbie in Rock 'N Royals,2015-08-13,10.335,66.0,93,$0.00,$0.00,tt4955162
3637,354282,['Science Fiction'],The Osiris Child,The Osiris Child,2016-02-17,10.654,52.0,256,$0.00,$0.00,tt4536768
3638,328901,['Drama'],The Benefactor,The Benefactor,2015-04-17,8.064,48.0,174,$0.00,"$2,159,380.00",tt3165630
3639,412105,"['Thriller', 'Romance', 'Drama']",You Get Me,You Get Me,2017-06-19,8.848,56.0,1312,$0.00,$0.00,tt5539054
3640,351339,"['History', 'Thriller', 'War']",Anthropoid,Anthropoid,2016-08-12,11.021,70.0,583,"$9,000,000.00","$4,600,000.00",tt4190530
3641,301355,['Thriller'],Message from the King,Message from the King,2017-05-10,9.034,63.0,228,"$10,000,000.00",$0.00,tt1712192
3642,351964,"['Comedy', 'Drama', 'Romance']",The Escort,The Escort,2016-06-15,11.391,60.0,237,$0.00,$0.00,tt3793788
3643,412924,"['Documentary', 'Music']",Supersonic,Supersonic,2016-10-02,7.717,75.0,132,$0.00,"$226,286.00",tt5213534
3644,244506,['Drama'],Camp X-Ray,Camp X-Ray,2014-10-17,10.856,68.0,668,"$1,000,000.00","$59,744.00",tt2994190
3645,327528,"['Drama', 'Music']",Born to Be Blue,Born to Be Blue,2015-09-13,8.85,68.0,119,$0.00,"$830,129.00",tt2133196
3646,293767,"['Drama', 'War']",Billy Lynn's Long Halftime Walk,Billy Lynn's Long Halftime Walk,2016-11-10,14.442,59.0,338,"$40,000,000.00","$30,930,984.00",tt2513074
3647,23919,['Comedy'],Porky's Revenge,Porky's 3: Revenge,1985-03-22,9.343,51.0,103,"$9,000,000.00","$20,518,905.00",tt0089826
3648,472838,"['Drama', 'Romance']",SPF-18,SPF-18,2017-09-29,8.285,45.0,801,$0.00,$0.00,tt7296862
3649,338766,"['Crime', 'Western']",Hell or High Water,Hell or High Water,2016-08-12,10.95,73.0,2774,"$12,000,000.00","$37,589,296.00",tt2582782
3650,209244,['Comedy'],Are You Here,Are You Here,2013-09-07,12.155,53.0,174,$0.00,$0.00,tt1545754
3651,330127,['Documentary'],Back in Time,Back in Time,2015-10-20,6.924,65.0,203,"$190,000.00",$0.00,tt3118874
3652,21057,"['Animation', 'Drama', 'Romance', 'TV Movie']",海がきこえる,Ocean Waves,1993-05-05,7.838,63.0,214,$0.00,$0.00,tt0108432
3653,408648,"['Action', 'Adventure', 'Animation', 'Science Fiction']",Batman and Harley Quinn,Batman and Harley Quinn,2017-08-14,12.705,60.0,334,"$3,500,000.00",$0.00,tt6556890
3654,336455,"['Drama', 'Horror', 'Science Fiction']",Viral,Viral,2016-02-18,12.104,54.0,281,$0.00,"$551,760.00",tt2597892
3655,101267,"['Documentary', 'Music']",Katy Perry: Part of Me,Katy Perry: Part of Me,2012-06-28,9.03,68.0,167,"$12,000,000.00","$32,726,956.00",tt2215719
3656,284293,['Drama'],Still Alice,Still Alice,2014-12-05,9.138,75.0,2139,"$5,000,000.00","$43,884,652.00",tt3316960
3657,51170,"['Adventure', 'Animation', 'Comedy', 'Family']",Open Season 3,Open Season 3,2010-01-25,13.164,55.0,285,$0.00,$0.00,tt1646926
3658,417830,"['Comedy', 'Family']",Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017-05-19,10.572,56.0,237,"$22,000,000.00","$40,120,144.00",tt6003368
3659,532,"['Animation', 'Comedy', 'Family']",A Close Shave,A Close Shave,1996-03-07,9.716,75.0,420,$0.00,$0.00,tt0112691
3660,331313,"['Action', 'Comedy']",Keeping Up with the Joneses,Keeping Up with the Joneses,2016-10-20,13.05,60.0,1266,"$40,000,000.00","$29,918,745.00",tt2387499
3661,416148,['Documentary'],Rocco,Rocco,2016-11-30,11.189,58.0,108,$0.00,$0.00,tt5788462
3662,659,"['Drama', 'History', 'War']",Die Blechtrommel,The Tin Drum,1979-05-02,12.036,71.0,195,$0.00,$0.00,tt0078875
3663,369883,"['Comedy', 'Family']",Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016-10-07,7.524,70.0,238,"$8,500,000.00","$23,316,139.00",tt4981636
3664,262841,"['Action', 'Comedy', 'Science Fiction']",Monster Trucks,Monster Trucks,2016-12-26,13.378,59.0,478,"$125,000,000.00","$64,493,915.00",tt3095734
3665,339967,"['Drama', 'Fantasy', 'Science Fiction']",Colossal,Colossal,2016-06-30,10.213,61.0,1168,$0.00,"$3,029,287.00",tt4680182
3666,363992,"['Crime', 'Drama', 'History', 'Thriller']",The Wizard of Lies,The Wizard of Lies,2017-05-21,7.428,65.0,305,$0.00,$0.00,tt1933667
3667,65759,"['Animation', 'Comedy', 'Family']",Happy Feet Two,Happy Feet Two,2011-11-17,8.955,60.0,871,"$130,000,000.00","$150,406,466.00",tt1402488
3668,254302,['Drama'],High-Rise,High-Rise,2015-11-22,8.945,56.0,683,$0.00,"$346,472.00",tt0462335
3669,351460,"['Fantasy', 'Horror', 'Mystery', 'Thriller']",Death Note,Death Note,2017-08-25,9.592,42.0,2746,"$40,000,000.00",$0.00,tt1241317
3670,12924,"['Adventure', 'Animation', 'Drama', 'Science Fiction', 'Romance']",雲のむこう、約束の場所,The Place Promised in Our Early Days,2004-11-20,11.098,68.0,277,$0.00,$0.00,tt0381348
3671,316154,"['Drama', 'Horror', 'Thriller']",The Bad Batch,The Bad Batch,2017-06-23,9.453,53.0,575,"$6,000,000.00","$180,851.00",tt4334266
3672,420245,['Horror'],Don't Knock Twice,Don't Knock Twice,2017-02-03,8.275,50.0,394,$0.00,$0.00,tt3622110
3673,270010,"['Comedy', 'Drama']",A Hologram for the King,A Hologram for the King,2016-04-22,8.696,59.0,684,"$30,000,000.00","$4,212,494.00",tt2980210
3674,332340,"['Romance', 'Comedy']",Man Up,Man Up,2015-05-29,7.968,66.0,588,$0.00,$0.00,tt3064298
3675,352501,['Comedy'],All Nighter,All Nighter,2017-03-10,8.388,58.0,115,$0.00,$0.00,tt4662420
3676,263109,"['Family', 'Animation', 'Comedy', 'Adventure']",Shaun the Sheep Movie,Shaun the Sheep Movie,2015-02-05,8.945,69.0,808,"$25,000,000.00","$106,209,378.00",tt2872750
3677,329981,"['Drama', 'Thriller']",Shut In,Shut In,2016-11-11,12.674,52.0,420,"$10,000,000.00","$13,082,071.00",tt2582500
3678,255718,"['Animation', 'Family']",Barbie: The Pearl Princess,Barbie: The Pearl Princess,2013-02-19,9.276,67.0,159,$0.00,$0.00,tt3504064
3679,461053,"['Action', 'Crime', 'Thriller']",S.W.A.T.: Under Siege,S.W.A.T.: Under Siege,2017-08-01,9.532,54.0,96,$0.00,$0.00,tt6014472
3680,30020,['Drama'],طعم گيلاس,Taste of Cherry,1997-09-28,9.164,75.0,178,$0.00,$0.00,tt0120265
3681,318781,"['Drama', 'Romance', 'Thriller', 'History']",Colonia,Colonia,2016-02-12,9.136,74.0,1216,"$14,000,000.00","$3,621,046.00",tt4005402
3682,432789,"['Romance', 'Comedy']",The Incredible Jessica James,The Incredible Jessica James,2017-01-27,8.698,63.0,126,$0.00,$0.00,tt5990342
3683,325789,"['Crime', 'Drama', 'Thriller']",The Infiltrator,The Infiltrator,2016-07-13,8.431,66.0,1050,"$25,000,000.00","$15,436,808.00",tt1355631
3684,328429,"['Drama', 'Science Fiction', 'Thriller']",Approaching the Unknown,Approaching the Unknown,2016-06-03,8.619,51.0,185,$0.00,"$10,232.00",tt2674430
3685,354556,"['Action', 'Fantasy', 'Science Fiction']",Защитники,Guardians,2017-02-14,9.06,45.0,418,"$5,400,000.00","$4,803,565.00",tt4600952
3686,372411,['Comedy'],Absolutely Fabulous: The Movie,Absolutely Fabulous: The Movie,2016-07-01,6.844,55.0,149,$0.00,"$37,915,971.00",tt2112096
3687,81836,"['Romance', 'Comedy', 'Drama']",To Rome with Love,To Rome with Love,2012-04-20,9.96,57.0,1263,"$17,000,000.00","$73,244,881.00",tt1859650
3688,43949,"['Romance', 'Drama']",Flipped,Flipped,2010-08-06,10.644,74.0,1014,"$14,000,000.00","$1,755,212.00",tt0817177
3689,112454,['Horror'],Clown,Clown,2014-11-13,8.418,54.0,780,$0.00,$0.00,tt1780798
3690,382591,"['Drama', 'Comedy']",Demain tout commence,Two Is a Family,2016-12-07,10.582,78.0,2144,$0.00,"$1,447,740.00",tt5078204
3691,467062,"['Documentary', 'TV Movie']",Spielberg,Spielberg,2017-10-05,9.288,75.0,134,$0.00,$0.00,tt7133092
3692,375183,['Drama'],A Family Man,A Family Man,2017-05-18,11.397,67.0,302,$0.00,$0.00,tt1718924
3693,464339,[],Bad Date Chronicles,Bad Date Chronicles,2017-07-01,5.621,54.0,9,$0.00,$0.00,tt6503354
3694,257345,"['Horror', 'Thriller']",The Darkness,The Darkness,2016-05-13,12.392,47.0,391,"$4,000,000.00","$10,898,293.00",tt1878841
3695,58496,['Documentary'],Senna,Senna,2010-10-07,7.591,83.0,508,$0.00,"$8,212,430.00",tt1424432
3696,374205,"['Action', 'Adventure', 'Animation', 'Comedy']",ワンピース　フィルム GOLD,One Piece Film: GOLD,2016-07-23,8.767,71.0,183,$0.00,"$66,207,073.00",tt5251328
3697,301875,"['Drama', 'Science Fiction', 'Romance']",Equals,Equals,2015-07-15,9.738,61.0,913,"$16,000,000.00","$2,084,628.00",tt3289728
3698,249660,['Drama'],God's Not Dead,God's Not Dead,2014-03-21,10.386,60.0,554,"$17,000,000.00","$29,789,000.00",tt2528814
3699,487702,['Comedy'],F*&% the Prom,F*&% the Prom,2017-12-05,9.577,56.0,203,$0.00,$0.00,tt5612742
3700,342737,['Drama'],20th Century Women,20th Century Women,2016-12-28,9.851,74.0,611,"$7,000,000.00","$5,664,764.00",tt4385888
3701,300168,"['Action', 'Adventure', 'Drama']",天將雄師,Dragon Blade,2015-02-19,12.099,60.0,281,"$65,000,000.00","$121,545,703.00",tt3672840
3702,393457,['Drama'],Fences,Fences,2016-12-16,9.911,68.0,1653,"$24,000,000.00","$64,414,761.00",tt2671706
3703,360365,"['Comedy', 'Drama', 'Music']",Tini: El gran cambio de Violetta,Tini: The New Life of Violetta,2016-05-04,8.453,71.0,228,$0.00,$0.00,tt5122374
3704,11712,"['Drama', 'Action', 'Comedy']",椿三十郎,Sanjuro,1962-01-01,11.008,81.0,258,$0.00,$0.00,tt0056443
3705,479626,"['Documentary', 'Music']",Avicii: True Stories,Avicii: True Stories,2017-10-26,8.562,77.0,179,$0.00,$0.00,tt7357302
3706,472424,"['Documentary', 'Music']",Gaga: Five Foot Two,Gaga: Five Foot Two,2017-09-08,8.361,77.0,419,$0.00,$0.00,tt7291268
3707,374475,"['Comedy', 'Drama']",Toni Erdmann,Toni Erdmann,2016-07-14,8.64,71.0,553,"$10,000,000.00",$0.00,tt4048272
3708,649,"['Drama', 'Romance']",Belle de jour,Belle de Jour,1967-05-24,9.202,76.0,384,$0.00,$0.00,tt0061395
3709,16307,['Horror'],The Wicker Man,The Wicker Man,1973-12-01,7.835,73.0,601,"$658,625.00",$0.00,tt0070917
3710,14447,"['Animation', 'Comedy', 'Crime', 'Mystery', 'Family']",A Matter of Loaf and Death,A Matter of Loaf and Death,2008-12-03,8.228,72.0,246,$0.00,$0.00,tt1118511
3711,1628,"['Drama', 'Romance']",Jules et Jim,Jules and Jim,1962-01-23,10.363,78.0,424,$0.00,$0.00,tt0055032
3712,319075,"['Documentary', 'Music']",Cobain: Montage of Heck,Cobain: Montage of Heck,2015-03-23,9.621,77.0,445,$0.00,$0.00,tt4229236
3713,413765,['Documentary'],David Lynch: The Art Life,David Lynch: The Art Life,2017-02-15,7.991,71.0,82,$0.00,$0.00,tt1691152
3714,375366,"['Drama', 'Horror', 'Thriller', 'Science Fiction']",The Girl with All the Gifts,The Girl with All the Gifts,2016-09-23,10.619,64.0,1100,"$5,005,600.00",$0.00,tt4547056
3715,371645,"['Adventure', 'Comedy', 'Drama']",Hunt for the Wilderpeople,Hunt for the Wilderpeople,2016-03-31,11.324,78.0,1077,"$2,500,000.00","$23,200,000.00",tt4698684
3716,287904,['Drama'],The Last Face,The Last Face,2016-05-20,8.688,57.0,119,$0.00,$0.00,tt3286560
3717,3777,"['Drama', 'History']",蜘蛛巣城,Throne of Blood,1957-01-15,9.837,80.0,360,$0.00,$0.00,tt0050613
3718,351211,"['Horror', 'Thriller']",Blair Witch,Blair Witch,2016-09-15,12.866,51.0,1228,"$5,000,000.00","$45,172,994.00",tt1540011
3719,481850,"['Documentary', 'Music']",Demi Lovato: Simply Complicated,Demi Lovato: Simply Complicated,2017-10-17,8.706,82.0,104,$0.00,$0.00,tt7526414
3720,287903,"['Comedy', 'Fantasy', 'Horror']",Krampus,Krampus,2015-11-26,8.836,60.0,1188,"$15,000,000.00","$61,788,393.00",tt3850590
3721,419700,['Comedy'],Sandy Wexler,Sandy Wexler,2017-04-14,11.314,52.0,260,$0.00,$0.00,tt5893332
3722,345918,"['Drama', 'Thriller']",Come and Find Me,Come and Find Me,2016-11-11,8.799,57.0,152,$0.00,$0.00,tt2597768
3723,313922,"['Horror', 'Crime', 'Thriller']",Green Room,Green Room,2016-04-15,10.782,67.0,1515,"$5,000,000.00","$3,220,371.00",tt4062536
3724,290825,"['Comedy', 'Fantasy', 'Horror']",Yoga Hosers,Yoga Hosers,2016-07-08,11.771,46.0,241,"$5,000,000.00",$0.00,tt3838992
3725,86828,"['Comedy', 'Science Fiction']",Absolutely Anything,Absolutely Anything,2015-06-26,9.822,57.0,782,$0.00,"$6,303,792.00",tt1727770
3726,291328,"['Comedy', 'Drama', 'Romance']",Rules Don't Apply,Rules Don't Apply,2016-11-23,7.823,58.0,297,"$25,000,000.00","$3,885,342.00",tt1974420
3727,429450,"['Thriller', 'Drama', 'Action']",판도라,Pandora,2016-12-07,6.572,68.0,117,"$13,938,143.00","$30,169,000.00",tt6302160
3728,392207,['Thriller'],El guardián invisible,The Invisible Guardian,2017-03-03,5.649,63.0,227,"$5,000,000.00",$0.00,tt4924942
3729,336011,['Drama'],White Girl,White Girl,2016-09-02,6.283,56.0,252,"$700,000.00","$200,242.00",tt4129870
3730,433247,"['Drama', 'History', 'War']",First They Killed My Father,First They Killed My Father,2017-02-18,10.41,75.0,316,"$24,000,000.00",$0.00,tt4882376
3731,334354,"['Adventure', 'Drama', 'Romance', 'Family']",Ostwind 2,Windstorm 2,2015-05-14,7.366,74.0,118,$0.00,$0.00,tt3849938
3732,294795,"['Drama', 'Fantasy', 'Mystery', 'Thriller']",The 9th Life of Louis Drax,The 9th Life of Louis Drax,2016-09-01,12.845,64.0,285,$0.00,$0.00,tt3991412
3733,72197,"['Animation', 'Adventure', 'Family', 'Comedy']",The Pirates! In an Adventure with Scientists!,The Pirates! In an Adventure with Scientists!,2012-03-12,8.336,64.0,643,"$60,000,000.00","$118,338,361.00",tt1430626
3734,382190,"['Adventure', 'Animation']",ポケモン・ザ・ムービーXY&Z ボルケニオンと機巧のマギアナ,Pokémon the Movie: Volcanion and the Mechanical Marvel,2016-07-16,7.137,64.0,58,$0.00,$0.00,tt5889204
3735,354979,"['Crime', 'Drama', 'Thriller']",Dog Eat Dog,Dog Eat Dog,2016-11-04,7.721,51.0,176,$0.00,$80.00,tt4054654
3736,340676,"['Drama', 'Mystery', 'Thriller']",Personal Shopper,Personal Shopper,2016-10-19,7.554,59.0,682,"$6,000,000.00","$1,305,195.00",tt4714782
3737,305943,"['Drama', 'Thriller']",A Kind of Murder,A Kind of Murder,2016-12-16,8.345,54.0,132,$0.00,$0.00,tt2726552
3738,359412,"['Action', 'Crime', 'Thriller']",Marauders,Marauders,2016-07-01,13.801,57.0,308,"$15,000,000.00",$0.00,tt3963816
3739,347984,"['Action', 'Drama', 'History', 'Thriller']",6 Days,6 Days,2017-08-03,12.425,59.0,368,"$1,500,000.00",$0.00,tt4703048
3740,429662,"['Drama', 'History']",Viceroy's House,Viceroy's House,2017-03-03,9.646,66.0,170,$0.00,"$7,823,256.00",tt4977530
3741,283227,"['Drama', 'Romance']",A Little Chaos,A Little Chaos,2015-03-26,9.251,63.0,446,$0.00,$0.00,tt2639254
3742,262982,"['Action', 'Drama', 'Thriller']",The Hollow Point,The Hollow Point,2016-12-16,7.781,62.0,92,$0.00,"$1,271,880.00",tt2918606
3743,483104,['Romance'],A Christmas Prince,A Christmas Prince,2017-11-17,10.194,67.0,1032,$0.00,$0.00,tt7608418
3744,423453,"['Adventure', 'Animation', 'Comedy', 'Family']",Sahara,Sahara,2017-02-01,9.258,56.0,166,$0.00,"$7,800,000.00",tt4466894
3745,291356,"['Action', 'Crime', 'Thriller', 'Western']",In a Valley of Violence,In a Valley of Violence,2016-10-21,11.543,59.0,269,$0.00,"$53,647.00",tt3608930
3746,245913,['Drama'],Pelé: Birth of a Legend,Pelé: Birth of a Legend,2016-05-06,9.991,72.0,524,$0.00,"$27,312.00",tt0995868
3747,336890,['Comedy'],Goon: Last of the Enforcers,Goon: Last of the Enforcers,2017-03-17,7.557,57.0,161,$0.00,$0.00,tt2417712
3748,312669,"['Comedy', 'Drama', 'Romance']",Maggie's Plan,Maggie's Plan,2016-04-27,11.591,58.0,239,$0.00,"$3,351,735.00",tt3471098
3749,233639,"['Adventure', 'Family']",Ostwind,Windstorm,2013-03-21,6.596,74.0,149,$0.00,$0.00,tt2356464
3750,384978,"['Fantasy', 'Horror']",Puppet Master: Axis Termination,Puppet Master: Axis Termination,2017-09-15,9.372,44.0,9,$0.00,$0.00,tt5257554
3751,481871,"['Romance', 'Drama']",엄마의 직업,Mother's Job,2017-07-27,10.335,0.0,0,$0.00,$0.00,
3752,168903,"['Animation', 'Family']",Barbie in the Pink Shoes,Barbie in the Pink Shoes,2013-02-14,9.458,62.0,163,$0.00,$0.00,tt2630134
3753,257440,"['Crime', 'Thriller']",Term Life,Term Life,2016-04-29,9.989,59.0,147,"$16,500,000.00","$21,256.00",tt2978102
3754,432517,"['Drama', 'Mystery']",Sherlock: The Final Problem,Sherlock: The Final Problem,2017-01-15,9.635,84.0,765,$0.00,$0.00,tt3845892
3755,434873,"['Comedy', 'Drama', 'Horror']",It Stains the Sands Red,It Stains the Sands Red,2016-10-08,6.89,53.0,100,$0.00,$0.00,tt5735280
3756,390584,"['Crime', 'Drama']",King Cobra,King Cobra,2016-10-21,7.502,58.0,312,$0.00,$0.00,tt5129682
3757,451751,"['Thriller', 'Drama', 'Music']",American Satan,American Satan,2017-10-13,7.764,59.0,69,$0.00,"$237,708.00",tt5451690
3758,347126,['Drama'],God's Not Dead 2,God's Not Dead 2,2016-04-01,8.55,58.0,218,"$5,000,000.00","$23,507,567.00",tt4824308
3759,419511,"['Comedy', 'Romance']",Mister Felicità,Mister Happiness,2017-01-01,14.957,62.0,250,$0.00,$0.00,tt6302050
3760,354251,"['Fantasy', 'Thriller', 'Horror', 'Science Fiction']",Southbound,Southbound,2015-09-17,10.823,59.0,312,$0.00,"$23,665.00",tt4935334
3761,15356,"['Crime', 'Drama', 'Horror', 'Thriller']",The Girl Next Door,The Girl Next Door,2007-07-19,7.719,66.0,403,$0.00,$0.00,tt0830558
3762,204,"['Adventure', 'Drama', 'Thriller']",Le salaire de la peur,The Wages of Fear,1953-04-21,9.235,81.0,391,$0.00,$0.00,tt0046268
3763,359156,"['Crime', 'Drama']",Non essere cattivo,Don't Be Bad,2015-09-08,11.127,79.0,552,$0.00,$0.00,tt1167611
3764,421131,"['Comedy', 'Romance', 'Horror']",The Carmilla Movie,The Carmilla Movie,2017-10-26,6.531,79.0,76,$0.00,$0.00,tt7427856
3765,339408,['Drama'],The Birth of a Nation,The Birth of a Nation,2016-09-09,10.497,66.0,356,"$8,500,000.00","$15,861,566.00",tt4196450
3766,380808,['Documentary'],Zero Days,Zero Days,2016-07-08,8.074,75.0,121,$0.00,$0.00,tt5446858
3767,381028,"['Animation', 'Crime', 'Documentary']",Tower,Tower,2016-03-13,7.785,79.0,111,$0.00,$0.00,tt5116410
3768,1073,"['Crime', 'Drama', 'Thriller', 'Mystery']",Arlington Road,Arlington Road,1999-03-19,8.228,71.0,533,"$21,500,000.00",$0.00,tt0137363
3769,345009,['Thriller'],Mine,Mine,2016-10-06,12.55,65.0,843,$0.00,$0.00,tt3707104
3770,298583,"['Comedy', 'Romance']",All Roads Lead to Rome,All Roads Lead to Rome,2016-01-14,8.86,50.0,164,$0.00,$0.00,tt4119278
3771,373569,"['Action', 'Comedy']",Snatched,Snatched,2017-05-03,12.242,53.0,546,"$42,000,000.00","$60,845,711.00",tt2334871
3772,356305,['Comedy'],Why Him?,Why Him?,2016-12-22,10.438,62.0,2763,"$38,000,000.00","$118,034,273.00",tt4501244
3773,287495,"['Drama', 'History']",Im Labyrinth des Schweigens,Labyrinth of Lies,2014-09-06,9.531,72.0,383,$0.00,"$794,452.00",tt3825638
3774,5544,"['Drama', 'History', 'Romance']",Hiroshima mon amour,Hiroshima Mon Amour,1959-06-10,7.972,79.0,333,$0.00,$0.00,tt0052893
3775,376134,"['Drama', 'Mystery', 'Science Fiction', 'Thriller', 'Romance']",The Discovery,The Discovery,2017-03-31,10.54,62.0,738,$0.00,$0.00,tt5155780
3776,413658,"['Action', 'Adventure']",The Warriors Gate,The Warriors Gate,2016-11-18,8.125,59.0,151,$0.00,$0.00,tt4652532
3777,404378,"['Comedy', 'Drama']",A Street Cat Named Bob,A Street Cat Named Bob,2016-11-04,9.233,75.0,580,"$8,000,000.00","$82,703.00",tt3606888
